tweet_id;tweet_user_screen_name;tweet_timestamp;tweet_full_text;tweet_retweet_count;tweet_favorite_count;tweet.user.followers_count
1,50E+18;nftwhalealert;2022-03-11 17:00:00;"b""Hourly Top Sales\nBeanbag Frens NFT: 126\nI Like You, You're Weird: 67\nDourDarcels: 61\nWomenRise: 45\nSuper Ordinary Villains - SOV: 41\nConiunPass: 30\nBlockchain Bandits Official: 30\nDrugReceipts: 28\nGutter Juice: 27\nLoser Club Official: 24""";10;35;204049
1,50E+18;NftsRankingBot;2022-03-11 17:07:00;"b""collab @cybotz_nft\n#NftsRankingBot #ETH #Opensea #NFTs\n\nTop 10 #NFTCollections sales in last hour 15h-16h\n\n61   I Like You, You're Weird\n56   DourDarcels\n41   Super Ordinary Villains - SOV\n29   Blockchain Bandits Official\n29   ConiunPass""";0;0;812
1,50E+18;Poolpad888;2022-03-11 18:51:00;b'Have you seen it?\n\nThe new collection breaks all records by the number of deals in one day!\n\nCongratulations @Coniunio \nThe best way to discover and manage NFTs.\n\nMy art as a small gift for you.\n#fintech #coniun #coniunpass #tracking #cryptoart #digitalart #nftnews https://t.co/MWpHHtHS2s';0;2;1423
1,50E+18;MobyAlerts;2022-03-11 19:26:00;b'\xf0\x9f\x92\xb0 ConiunPass Number of sales increased to 15 (+87.5%) in the last 30 minutes';0;2;1870
1,50E+18;MobyAlerts;2022-03-11 20:26:00;b'\xf0\x9f\x92\xb0 ConiunPass Number of sales increased to 35 (+66.7%) in the last hour';0;0;1870
1,50E+18;nftwhalealert;2022-03-11 21:00:00;"b'Hourly Top Sweep (Beta)\nWizards &amp; Dragons Game (WnD): 47\nMoonlings NFT Official: 23\nlarva mfers: 19\nSpace Cowboys Official: 18\nThe Kokoro Academy: 16\nConiunPass: 14\nBeanbag Frens NFT: 13\nCool Pets NFT: 13\nSuper Ordinary Villains - SOV: 12\nbtches: 12'";0;5;204049
1,50E+18;nftflooralerts;2022-03-11 21:02:00;"b""\xf0\x9f\x90\xb3 Top Whale BUYS\xf0\x9f\x9f\xa2 (Last hour):\n\nSuper Ordinary Villains - SOV: 2 (avg: 0.32 \xce\x9e)\nConiunPass: 1 (avg: 0.27 \xce\x9e)\nCryptoCelestials: 1 (avg: 0.01 \xce\x9e)\nI Like You, You're Weird: 1 (avg: 0.2 \xce\x9e)\nMeebits: 1 (avg: 4.3 \xce\x9e)""";0;2;4402
1,50E+18;SlimJimJayJay;2022-03-12 10:31:00;"b""Using @Coniunio's Next Blue Chip calculator on my most hyped holdings makes me much more bullish on holding @ClementinesGame, @TastyBonesNFT, and @nanoverseHQ. \n\nLooking forward to seeing what\n@Coniunio has to offer.\n\n#coniunpass #nanoverse #tastybones #clementinesnightmare. https://t.co/79lLptYRpK""";0;0;338
1,50E+18;ensregistry;2022-03-12 18:06:00;b'New $ENS domain registrations \n\nconiunpass.eth\n\nhttps://t.co/gOxczSBF7q';0;0;1794
1,50E+18;purebluen73;2022-03-13 20:14:00;b'I just swept the ConiunPass floor with @gemxyz \xf0\x9f\x92\x8e\xf0\x9f\xa7\xb9\n\xf0\x9f\x9b\x92 Bought: 3 items for 0.646 ETH\n\xf0\x9f\x92\xb0 Gas savings: $4.20\n\nhttps://t.co/bmwjSDPU3C  https://t.co/JU8DG1pKmu';0;1;76
1,50E+18;nftflooralerts;2022-03-14 11:50:00;b'#3 Traded Collection (Last 15min):\n\nConiunPass\nSales: 20\nUnique Buyers: 13\nAvg Price: 0.23 \xce\x9e\nLink: https://t.co/We6lDmRzwp';0;0;4402
1,50E+18;nftwhalealert;2022-03-14 12:00:00;b'Hourly Top Sales\nDicks For Everyone: 125\nBullsht Genesis: 57\nConiunPass: 48\nFan Controlled Football: The Ballerz Collective - Apes: 39\nCyber Snails Official: 32\nVillagers of XOLO: 24\nDourDarcels: 24\nmerge.: 22\nSuper Ordinary Villains - SOV: 21\nParallel Alpha: 16';4;10;204049
1,50E+18;nft_notifier;2022-03-14 12:00:00;b'\xf0\x9f\x94\x9d#NFT Sales of Last Hour\xf0\x9f\x94\x9d\n\n170 | Bullsht Genesis\n100 | Dicks For Everyone\n50 | CLAYPETS\n49 | ConiunPass\n29 | Villagers of XOLO https://t.co/3W1P4cChbo';0;2;699
1,50E+18;MobyAlerts;2022-03-14 12:06:00;b'\xf0\x9f\x92\xb0 ConiunPass Number of sales increased to 50 (+127.3%) in the last 4 hours';0;0;1870
1,50E+18;NftsRankingBot;2022-03-14 12:08:00;b'collab @cybotz_nft\n#NftsRankingBot #ETH #Opensea #NFTs\n\nTop 10 #NFTCollections sales in last hour\n\n118  Dicks For Everyone\n58   Bullsht Genesis\n44   ConiunPass\n38   Cyber Snails Official\n29   DourDarcels';0;0;812
1,50E+18;nftflooralerts;2022-03-14 12:20:00;b'#3 Traded Collection (Last 15min):\n\nConiunPass\nSales: 13\nUnique Buyers: 11\nAvg Price: 0.29 \xce\x9e\nLink: https://t.co/We6lDmRzwp';0;1;4402
1,50E+18;nftwhalealert;2022-03-14 13:00:00;b'Hourly Top Sales\nDicks For Everyone: 95\nmerge.: 44\nParallel Alpha: 42\nBullsht Genesis: 40\nCosmic Trippies: 32\nConiunPass: 32\nVillagers of XOLO: 32\nDourDarcels: 29\nGutter Craniums: 26\nFrenly Pandas: 25';0;4;204049
1,50E+18;NftsRankingBot;2022-03-14 13:08:00;b'...\n29   Villagers of XOLO\n28   DourDarcels\n27   ConiunPass\n25   Frenly Pandas\n24   Gutter Craniums';0;0;812
1,50E+18;MobyAlerts;2022-03-14 13:47:00;b'\xf0\x9f\x90\xb3 Top whale purchases this hour: \n\n1) 2x ConiunPass \n2) 2x mfer';0;0;1870
1,50E+18;MobyAlerts;2022-03-14 14:46:00;b'\xf0\x9f\x90\xb3 Top whale purchases this hour: \n\n1) 2x CryptoShack \n2) 1x Art Blocks \n3) 1x ConiunPass';0;0;1870
1,50E+18;chococheeseguy;2022-03-14 15:17:00;"b""@justmaiko Bro I'm glad I READ all ur points u saved me man I was thinking of minting as I don't have nanopass metroverse or any nft land but I can only risk 1 eth I had slightly more but bought 2 coniunpass nfts happy about that. Thank u for such awesome reads n sharing with us \xf0\x9f\x91\x8d\xf0\x9f\x99\x8f""";0;2;223
1,50E+18;TheDegenPro;2022-03-14 18:56:00;b'Honorable Mention: \n\n\xe2\x97\xa6@thebibiz \n\xe2\x97\xa6@clayfriends \n\xe2\x97\xa6@coniunpass - Bullish on the utility and potential long term value.';0;1;840
1,50E+18;MobyAlerts;2022-03-15 15:47:00;b'\xf0\x9f\x90\xb3 Top whale purchases this hour: \n\n1) 3x ConiunPass \n2) 1x I am Kevin \n3) 1x Gutter Juice';0;1;1870
1,50E+18;nftwhalealert;2022-03-15 16:00:00;"b""Hourly Top Sales\nZombieClub Token: 190\nI Like You, You're Weird: 107\n3LAND INVENTORY: 85\nSkelet Guys: 63\nBroskees NFTs: 50\nConiunPass: 43\nLoser Club Official: 41\nMURI by Haus: 34\nFrenly Pandas: 32\nSuper Ordinary Villains - SOV: 25""";8;43;204050
1,50E+18;nft_notifier;2022-03-15 16:01:00;"b""\xf0\x9f\x94\x9d#NFT Sales of Last Hour\xf0\x9f\x94\x9d\n\n184 | ZombieClub Token\n101 | I Like You, You're Weird\n55 | Skelet Guys\n46 | Broskees NFTs\n41 | ConiunPass https://t.co/vSaTdR60cv""";0;0;699
1,50E+18;nftflooralerts;2022-03-15 16:05:00;b'#2 Traded Collection (Last 15min):\n\nConiunPass\nSales: 34\nUnique Buyers: 31\nAvg Price: 0.29 \xce\x9e\nLink: https://t.co/We6lDmRzwp';0;0;4402
1,50E+18;NftsRankingBot;2022-03-15 16:08:00;b'...\n40   Loser Club Official\n38   ConiunPass\n32   Frenly Pandas\n32   MURI by Haus\n21   Super Ordinary Villains - SOV';0;1;812
1,50E+18;spr3adsh33t;2022-03-15 16:12:00;b'Top Volume on OpenSea (last 10 mins):\nConiunPass - coniun-pass\nSales: 40\nNew Listings: 13\nUnique Buyers: 32\nFloor Price: 0.338\nBuy Floor: https://t.co/tQF2FfMPL6\nView Activity: https://t.co/nXsQ3H5Dcr';0;0;21482
1,50E+18;nftflooralerts;2022-03-15 16:20:00;b'#1 Traded Collection (Last 15min):\n\nConiunPass\nSales: 47\nUnique Buyers: 39\nAvg Price: 0.32 \xce\x9e\nLink: https://t.co/We6lDmRzwp';0;0;4402
1,50E+18;spr3adsh33t;2022-03-15 16:23:00;b'Top Volume on OpenSea (last 10 mins):\nConiunPass - coniun-pass\nSales: 45\nNew Listings: 15\nUnique Buyers: 32\nFloor Price: 0.345\nBuy Floor: https://t.co/tQF2FfMPL6\nView Activity: https://t.co/nXsQ3H5Dcr\n-\nDiscord link in bio.';0;3;21482
1,50E+18;Acs9090;2022-03-15 16:24:00;b'The application, which will allow us to examine the whole market in every aspect, has finally arrived on iOS. Super news. \xf0\x9f\x8e\x89 I recommend that you buy ConiunPass, which is required for unlimited use of the application, before the price rises further. \xf0\x9f\xa4\x99 #NFT #NFTCommunity #Coniun https://t.co/X7L4VWI9AJ';0;2;716
1,50E+18;nftflooralerts;2022-03-15 16:35:00;b'#2 Traded Collection (Last 15min):\n\nConiunPass\nSales: 50\nUnique Buyers: 35\nAvg Price: 0.36 \xce\x9e\nLink: https://t.co/We6lDmRzwp';0;3;4402
1,50E+18;MobyAlerts;2022-03-15 16:47:00;b'\xf0\x9f\x90\xb3 Top whale purchases this hour: \n\n1) 3x White Sands Parcel Pass \n2) 1x ConiunPass \n3) 1x Dour Darcels';0;0;1870
1,50E+18;nftflooralerts;2022-03-15 16:50:00;b'#2 Traded Collection (Last 15min):\n\nConiunPass\nSales: 34\nUnique Buyers: 26\nAvg Price: 0.39 \xce\x9e\nLink: https://t.co/We6lDmRzwp';0;0;4402
1,50E+18;nftwhalealert;2022-03-15 17:00:00;b'Hourly Top Volume (LooksRare wash trades included)\nTerraforms by Mathcastles: \xce\x9e5654.00 ($14,565,834.80)\nZombieClub Token: \xce\x9e158.90 ($409,365.91)\nConiunPass: \xce\x9e53.48 ($137,763.33)\nCatBlox Genesis Collection: \xce\x9e50.04 ($128,905.03)';1;3;204050
1,50E+18;nftwhalealert;2022-03-15 17:00:00;"b""Hourly Top Sales\nSkelet Guys: 154\nConiunPass: 152\nCatBlox Genesis Collection: 143\nI Like You, You're Weird: 82\nZombieClub Token: 78\nLoser Club Official: 56\n3LAND INVENTORY: 49\nMURI by Haus: 44\nFrenly Pandas: 44\nRubber Duck Bath Party: 41""";0;9;204050
1,50E+18;nftwhalealert;2022-03-15 17:00:00;b'Hourly Top Sweep (Beta)\nSkelet Guys: 44\nFrenly Pandas: 26\nPoohs NFT: 24\nCatBlox Genesis Collection: 23\nConiunPass: 20\nlil Brains WRLD: 17\nBuildoors Materials: 15\nPandaParadise: 12\nTroverse Planets: 8\nCryptobots Game: 7';3;10;204050
1,50E+18;nft_notifier;2022-03-15 17:01:00;"b""\xf0\x9f\x94\x9d#NFT Sales of Last Hour\xf0\x9f\x94\x9d\n\n130 | ConiunPass\n122 | CatBlox Genesis Collection\n102 | Skelet Guys\n78 | I Like You, You're Weird https://t.co/SowrKzJj6T""";0;2;699
1,50E+18;NftsRankingBot;2022-03-15 17:08:00;"b""collab @cybotz_nft\n#NftsRankingBot #ETH #Opensea #NFTs\n\nTop 10 #NFTCollections sales in last hour\n\n111  Skelet Guys\n109  ConiunPass\n103  CatBlox Genesis Collection\n61   I Like You, You're Weird\n53   ZombieClub Token""";0;0;812
1,50E+18;nftflooralerts;2022-03-15 17:20:00;b'#3 Traded Collection (Last 15min):\n\nConiunPass\nSales: 15\nUnique Buyers: 13\nAvg Price: 0.35 \xce\x9e\nLink: https://t.co/We6lDmRzwp';0;0;4402
1,50E+18;NFTrepreneur;2022-03-15 17:30:00;"b""Top 10 Trending #NFT Collections Past Hour:\n\nSkelet Guys | (\xce\x9e 0.06) | (\xce\x9e 14.76)\nCatBlox Genesis Collection | (\xce\x9e 0.33) | (\xce\x9e 36.18)\nLoser Club Official | (\xce\x9e 0.65) | (\xce\x9e 62.47)\nI Like You, You're Weird | (\xce\x9e 0.33) | (\xce\x9e 30.99)\nConiunPass | (\xce\x9e 0.35) | (\xce\x9e 29.86)""";0;3;838
1,50E+18;NFTTrack;2022-03-15 17:35:00;"b""\xf0\x9f\x91\xbbIt's real!\ninfamoushacker.eth \nLeader of #ConiunPass!\nBought 4 again! Average 0.33 ETH($845.27). \nHolding now 5. @Coniunio LFG. \xf0\x9f\x9a\x80\xf0\x9f\x8c\x95 #cryptoart #WAGMI https://t.co/CaG5Hy53c3 https://t.co/bqqVrfVn2p""";0;2;5775
1,50E+18;nftwhalealert;2022-03-15 18:00:00;"b""Hourly Top Sales\nSkelet Guys: 260\nFortune Friends Club Official NFT: 129\nSuper Ordinary Villains - SOV: 117\nI Like You, You're Weird: 107\nLoser Club Official: 95\n3LAND INVENTORY: 59\nZombieClub Token: 58\nPrimal Beast: 42\nConiunPass: 40\nMURI by Haus: 38""";9;25;204050
1,50E+18;NftsRankingBot;2022-03-15 18:08:00;b'...\n39   ZombieClub Token\n38   3LAND INVENTORY\n30   Frenly Pandas\n28   ConiunPass\n25   Primal Beast';0;0;812
1,50E+18;MobyAlerts;2022-03-15 19:56:00;b'\xf0\x9f\x92\xb8 ConiunPass Average price increased to \xce\x9e0.343 (+24.1%) in the last 4 hours';0;0;1870
1,50E+18;MobyAlerts;2022-03-15 23:06:00;b'\xf0\x9f\x92\xb8 ConiunPass Average price increased to \xce\x9e0.339 (+22.3%) in the last 12 hours';0;0;1870
1,50E+18;MobyAlerts;2022-03-16 02:56:00;b'\xf0\x9f\x92\xb8 ConiunPass Average price increased to \xce\x9e0.329 (+27.9%) in the last 24 hours';0;0;1870
1,50E+18;MobyAlerts;2022-03-16 10:46:00;b'\xf0\x9f\x92\xb8 ConiunPass Average price increased to \xce\x9e0.34 (+26%) in the last 24 hours';0;0;1870
1,50E+18;erenatbas;2022-03-17 12:19:00;b'I just listed 4 items for sale via https://t.co/WMAi3nQ3De \n\n\xf0\x9f\x92\x8e Collections: ConiunPass: Coniun Pass #283, Coniun Pass #283, Coniun Pass #284, Coniun Pass #284 \n\xf0\x9f\x8f\xb7\xef\xb8\x8f Marketplaces: OpenSea, LooksRare';0;1;171
1,50E+18;0xGem;2022-03-17 17:12:00;b'Gem Sweep! 15 ConiunPass bought for 4.7619 ETH https://t.co/F91Z8Ua8D9 https://t.co/lU29INo6CF';1;1;7691
1,50E+18;nftwhalealert;2022-03-17 18:00:00;b'Hourly Top Sales\nGNSS by MGXS: 97\nGoopdoods by Goopdude - Official Collection: 78\nCyberBrokers: 46\nZombieClub Token: 36\nMutant Ape Yacht Club: 27\nMPL Official: 27\nConiunPass: 25\nGutter Juice: 25\nJungle Freaks Motor Club: 25\nMetaHero Universe: Planet Tokens: 23';0;3;204050
1,50E+18;nftwhalealert;2022-03-17 18:00:00;b'Hourly Top Sweep (Beta)\nGoopdoods by Goopdude - Official Collection: 58\nConiunPass: 25\nMetaHero Universe: Planet Tokens: 19\nCyberBrokers: 18\nHPPRS Collection: 11\nNoodles (Official): 11\nUninterestedUnicorns: 10\nXenoInfinity: 9\nThe Wicked Craniums: 7\nDentedFeelsNFT: 6';2;6;204050
1,50E+18;NftsRankingBot;2022-03-17 18:08:00;b'...\n27   Gutter Juice\n27   MPL Official\n26   Jungle Freaks Motor Club\n25   ConiunPass\n25   Mutant Ape Yacht Club';0;0;812
1,50E+18;illios;2022-03-17 19:05:00;b'Coniun Pass #1 for sale! 24 hours\n\nhttps://t.co/MEmckLq6ef\n\n#coniun #coniunpass https://t.co/NO0sy90ZGl';0;2;20
1,50E+18;chococheeseguy;2022-03-18 10:41:00;b'Check out the ConiunPass NFT the best NFT analytics tool to get to know of trending NFT collections before anyone else and also of rugpull projects before minting them! @LooksRareNFT \xf0\x9f\x91\x80 \xf0\x9f\x92\x8e https://t.co/bmOzgnigU1';0;1;223
