tweet_id;tweet_user_screen_name;tweet_timestamp;tweet_full_text;tweet_retweet_count;tweet_favorite_count;tweet.user.followers_count
1,50E+18;NftsRankingBot;2022-03-16 10:08:00;b'...\n21   MURI by Haus\n20   GNSS by MGXS\n19   Super Ordinary Villains - SOV\n16   KRISALIS - The Official Page\n16   Swampverse';0;1;811
1,50E+18;Yomesh21189592;2022-03-16 11:06:00;b'@thefrenchie_eth GM Frenchie, comment vas-tu? \xf0\x9f\x98\x81\nSwampverse almost 2x overnight and they will soon (before end of March) release their 2nd collection Creatures.. still looks like a good buy';0;1;1148
1,50E+18;BudApeDuckNFT;2022-03-16 11:40:00;b'Added another 5 to be a swampverse maxi with @Mazuma_nft';7;36;1537
1,50E+18;nft_jmoney;2022-03-16 13:21:00;b'Shock supply inevitable.  Don\xe2\x80\x99t sleep on the toads, creatures are taking the swamp to NEPTUNE @Banks @garyvee #SWAMPVERSE https://t.co/iRdxFkUpPw';1;4;829
1,50E+18;NFTrendingAlert;2022-03-16 15:08:00;b'(2/2)\n\nPeopleInThePlaceTheyLove\nSwampverse\nMultiverseVM\nCatBlox Genesis Collection\nChromie Squiggle by Snowfro\nInternet Game Token\n\n#NFTs #OpenSea #TrendingNFTs';0;1;641
1,50E+18;low_salad;2022-03-16 18:37:00;b'@0xWart It\xe2\x80\x99s nice but how would you see it being used aside from Swampverse logo today?';0;0;511
1,50E+18;J666RGE;2022-03-16 18:58:00;b'Joined the @SwampverseNFT gang heard the community is hella poppin and look how clean this toad is\xf0\x9f\x94\xa5 #swampverse #swampversenft #nft #nftcommunity #gfuel https://t.co/JYLCp3Lqid';4;34;532
1,50E+18;dericfoz;2022-03-16 19:17:00;b'@pavlickcrypto AND WHERES YOUR BOMB AT?! Lol jk dope to see swampverse. \xe2\x9c\x8a\xf0\x9f\x8f\xbd';0;1;804
1,50E+18;froztsy;2022-03-16 20:32:00;b'creature ready, where\xe2\x80\x99s all my fellow swampers at? @swampverse https://t.co/5UAEs80Piz';6;34;356
1,50E+18;Yomesh21189592;2022-03-16 20:35:00;b'@froztsy @ameramerish22 @swampverse We here fam \xf0\x9f\x98\x8e https://t.co/8Xs05nPC4b';0;2;1148
1,50E+18;MusicBurrows;2022-03-16 20:38:00;b'@froztsy @swampverse Bruh u need to cop two floors to burn';0;2;862
1,50E+18;froztsy;2022-03-16 20:40:00;b'@MusicBurrows @swampverse i know these are all to fresh to burn \xf0\x9f\x98\xad';0;1;356
1,50E+18;MusicBurrows;2022-03-16 20:40:00;b'@froztsy @swampverse Thats what im sayin!';0;1;862
1,50E+18;froztsy;2022-03-16 20:41:00;b'@MusicBurrows @swampverse or depending on how creature traits work i could be onto something \xf0\x9f\x91\x80';0;0;356
1,50E+18;MusicBurrows;2022-03-16 20:41:00;b'@froztsy @swampverse I think its random but not 100';0;1;862
1,50E+18;NFTrendingAlert;2022-03-16 21:06:00;b'Current trending NFT collections on OpenSea: (1/2)\n\nTBAC\nCandy Hunters\nSneaky Vampire Syndicate\nBlitmap\nSwampverse\nMultiverseVM';0;3;641
1,50E+18;yctradingjournl;2022-03-16 22:27:00;b'@froztsy @ToadsOfBrazil @swampverse Right here!';0;2;370
1,50E+18;Whilsiac;2022-03-16 22:37:00;b'@froztsy @ameramerish22 @swampverse Yessir';0;3;81
1,50E+18;Key_Nigh;2022-03-16 22:45:00;b'@mrmakerbot swampverse.  do it for the yung toads out there. https://t.co/STLCqEMREK';0;0;297
1,50E+18;brandonckhoo;2022-03-16 22:59:00;"b""@0xDylanNFT @SwampverseNFT Can't wait for my Swampverse merch!!!\xf0\x9f\xa7\xa5 https://t.co/WzaSdeVjEo""";0;1;351
1,50E+18;JJin612_eth;2022-03-16 23:16:00;b'@froztsy @ameramerish22 @swampverse We rest over here! https://t.co/7atd61MguQ';0;3;40
1,50E+18;JJin612_eth;2022-03-16 23:51:00;b'@froztsy @ameramerish22 @swampverse Typo! Oops too excited about @SwampverseNFT \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5';0;2;40
1,50E+18;nft_jmoney;2022-03-17 00:05:00;b'#NewProfilePic in honor of @SwampverseNFT bout to pop off soon \xf0\x9f\x91\x80\xf0\x9f\x91\x80\n\nLess than 500 listed\xe2\x80\xa6bullish\xe2\x80\xa6\n#ribbit #swampverse https://t.co/fKq1iplvKU';1;7;829
1,50E+18;0xGem;2022-03-17 01:20:00;b'Gem Sweep! 42 Swampverse bought for 19.32379 ETH https://t.co/MiJ13ajoiY https://t.co/rvjGLzZeVC';4;4;7681
1,50E+18;chiefsteve__;2022-03-17 01:46:00;b'@froztsy @swampverse Swamped https://t.co/q1EktL23cA';0;1;61
1,50E+18;CryptoHunt1530;2022-03-17 01:57:00;b'@Marentette14 @SwampverseNFT Calling all @SwampverseNFT let\xe2\x80\x99s manifest this \xf0\x9f\x97\xa3 $croak #swampverse';0;1;245
1,50E+18;nftwhalealert;2022-03-17 02:00:00;b'Hourly Top Sales\nMPL Official: 800\nYuga Punkz: 275\nLad Life: 220\nLoser Club Official: 71\nThe Phunky Fungi: 69\n10KTF: GUCCI GRAIL MINT PASS: 50\nSwampverse: 45\nSkelet Guys: 33\nVillagers of XOLO: 30\nThe Bibiz: 30';1;4;203965
1,50E+18;nftwhalealert;2022-03-17 02:00:00;b'Hourly Top Sweep (Beta)\nMPL Official: 347\nLad Life: 153\nSwampverse: 42\nYuga Punkz: 37\nThe Phunky Fungi: 29\nCitizens of Bulliever Island: 21\nCatBlox Genesis Collection: 11\nCool Pets NFT: 10\nSavage Droids: 10\nCoffee Club Official: 9';2;10;203965
1,50E+18;charbreakNFT;2022-03-17 02:03:00;b'Kicking and screaming for not buying swampverse at .3';0;0;39
1,50E+18;NftsRankingBot;2022-03-17 02:08:00;b'collab @cybotz_nft\n#NftsRankingBot #ETH #Opensea #NFTs\n\nTop 10 #NFTCollections sales in last hour\n\n440  MPL Official\n140  Lad Life\n113  Yuga Punkz\n45   Swampverse\n41   Loser Club Official';0;0;811
1,50E+18;Trippy419;2022-03-17 03:57:00;b'@orangie @MitcheIl I need a swampverse';0;1;10556
1,50E+18;ToadsOfBrazil;2022-03-17 05:02:00;b'@MusicBurrows @garyvee @veefriends Just a photo someone sent in Swampverse today that I saved';0;0;579
1,50E+18;Drizzzle__;2022-03-17 05:10:00;b'@MusicBurrows @SwampverseNFT Damn fr? Swampverse gets lit? @Mooonflow are we sure they get high';0;2;2367
1,50E+18;Ngonnguhoc4;2022-03-17 08:25:00;b'CryptoCitizens // Cool Cats // Creatures // The Hundreds // Swampverse // F Off';0;0;22
1,50E+18;setinblock;2022-03-17 17:00:00;b'Daily #NFT #nftart #nfts\nNFT ID: 2518\nCollection: Swampverse\nhttps://t.co/bnzS2EDSdm';0;1;18
1,50E+18;bcglassman_eth;2022-03-17 20:49:00;b'GM gang say it back\n#GM #Apecoin #crypto #nfts #swampverse #dentedfeels #GutterCatGang #gutterpigeon #LFG';0;0;268
1,50E+18;schwags_eth;2022-03-17 21:27:00;b'@SwampverseNFT - Honestly the first ever project I fell in love with. Better late than never, happy to be part of the swamp \xf0\x9f\x90\xb8 #swampverse https://t.co/yM9y9B6EVy';0;1;32
1,50E+18;nft_jmoney;2022-03-17 23:20:00;b'Welcome to the swamp @poopie !!!!!!!\xf0\x9f\x9a\x80\xf0\x9f\x94\xa5 \xf0\x9f\x90\xb8 my toad says \xe2\x80\x9csuhhhh\xe2\x80\x9d\n\n@SwampverseNFT is bussin bussin rn #swampverse #doodles https://t.co/Mxvkfx8B49';1;9;829
1,50E+18;TheoVolikas;2022-03-18 00:08:00;b'If you\xe2\x80\x99re not watching/buying swampverse wyd\xe2\x80\xa6 https://t.co/Jk4PcQ4FmX';0;3;137
1,50E+18;magnusluvcrypto;2022-03-18 00:08:00;b'Welcome @poopie, good to have you Croaking with us! \xf0\x9f\x90\xb8 #swampverse https://t.co/yYLFBHllww';0;1;226
1,50E+18;gxvinhaugen;2022-03-18 00:34:00;b'Extremely bullish on Swampverse for a few reasons \n-Great team of talented leaders\n-Super fun and tight-knit community \n-Creatures coming soon \xf0\x9f\x98\x9c\n-Amazing art \n-Merch store and liquidity pool coming soon \xf0\x9f\x90\xb8\xf0\x9f\x94\xa5 $croak  \n@swampverse https://t.co/wtqgyCnhJW';11;27;539
1,50E+18;wattowya;2022-03-18 00:56:00;b'The project that keeps on giving @SwampverseNFT \xf0\x9f\x90\xb8\n\n#swampverse #NFTs #swamper #swampversenft https://t.co/IHuZDS6m4J';3;27;41
1,50E+18;Kinhdoanht;2022-03-18 04:39:00;b'CryptoCitizens // Cool Cats // Creatures // The Hundreds // Swampverse // F Off';0;0;40
1,50E+18;RyeemOfficial;2022-03-18 05:15:00;b'. @doodles founder @poopie bought into @SwampverseNFT theres no way people dont see swamp as a great opportunity especially with people like Banks, Marshmallow, Post Malone, Lil Tjay buying in plus a GFUEL collab coming along with creatures. BUY IN BEFORE ITS TOO LATE #swampverse https://t.co/k0pBFxst4D';0;3;226
1,50E+18;dyl106_eth;2022-03-18 07:40:00;b'@chrn69 Swampverse. Big things coming in the next few weeks.';0;1;139
